Prey;WT_NC;WT_S;WT_FCS;G12_NC;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
P35268;0;0;0;0;0;0;0;0;0;0;0;0
P35579;0;0;0;0;0;0;1;0;0;0;0;0
P35580;0;0;0;0;0;0;1;0;0;1;0;0
P35611;1;1;0;0;1;0;0;1;0;0;1;0
P35637;0;0;0;0;0;0;0;0;0;0;0;0
P35658-2;0;0;0;0;0;0;0;0;0;0;0;0
P35659;0;0;0;0;0;0;0;0;0;0;0;0
P35998;0;0;0;0;0;0;0;0;0;0;0;0
P36507;0;0;0;0;0;0;0;0;0;0;0;0
P36542-2;0;0;0;0;0;0;0;0;0;0;0;0
P36578;0;0;0;0;0;0;0;0;0;0;0;0
X6RJP6;0;1;1;0;1;1;0;1;1;0;1;0
P38117;0;0;0;0;0;0;0;0;0;0;0;0
P38159;0;0;0;0;0;0;0;0;0;0;0;0
P38432;0;0;0;0;0;0;0;0;0;0;0;0
P38606-2;0;0;0;0;0;0;0;0;0;0;0;0
P38646;0;0;0;0;0;0;0;0;0;0;0;0
P38919;0;0;0;0;0;0;0;0;0;0;0;0
P39019;0;0;0;0;0;0;0;0;0;0;0;0
P39023;0;0;0;0;0;0;0;0;0;0;0;0
P39748;0;0;0;0;0;0;0;0;0;0;0;0
P40189-3;0;0;0;0;0;0;0;0;0;0;0;0
P40222;1;1;1;1;1;1;1;1;1;1;1;1
P40227;0;0;0;0;0;0;0;0;0;0;0;0
P40429;0;0;0;0;0;0;0;0;0;0;0;0
P40616-2;0;0;0;0;0;0;0;0;0;0;0;0
P40763-3;0;0;0;0;0;0;0;0;0;0;1;0
P40818;0;0;0;0;0;0;0;0;0;0;0;0
P40925-2;0;0;0;0;0;0;0;0;0;0;0;0
P40926;0;0;0;0;0;0;0;0;0;0;0;0
P40937-2;0;0;0;0;0;0;0;0;0;0;0;0
P40938;0;0;0;0;0;0;0;0;0;0;0;0
P40939;0;0;0;0;0;0;0;0;0;0;0;0
P41091;0;0;0;0;0;0;0;0;0;0;0;0
P41240;0;0;0;0;1;0;0;0;0;0;0;0
P41250;0;0;0;0;0;0;0;0;0;0;0;0
P41252;0;0;0;0;0;1;0;1;1;0;1;1
P41440;0;0;0;0;0;0;0;0;0;0;0;0
P41743;1;1;1;0;1;1;1;1;1;0;1;0
P42166;0;0;0;0;0;0;0;0;0;0;0;0
P42167;0;0;0;0;0;0;0;0;0;0;0;0
P42224;0;0;0;0;0;0;0;0;0;0;0;0
P42285;0;0;0;0;0;0;0;0;0;0;0;0
P42336;0;0;0;0;0;0;0;0;0;0;0;0
P42345;0;0;0;0;0;0;0;0;0;0;0;0
P42356;1;1;1;1;1;1;1;1;1;1;1;1
P42566;0;0;0;0;0;0;0;1;1;0;0;0
P42574;0;0;0;0;0;0;0;0;0;0;0;0
P42677;0;0;0;0;0;0;0;0;0;0;0;0
P42684-7;0;0;0;0;0;0;0;0;0;0;0;0
P42704;0;0;0;0;0;0;0;0;0;0;0;0
P42766;0;0;0;0;0;0;0;0;0;0;0;0
P43007;0;0;0;0;0;0;0;0;0;0;0;0
P43034;0;0;0;0;0;0;0;0;0;0;0;0
P43121;0;0;0;0;0;0;0;0;0;0;0;0
P43246;0;0;0;0;0;0;0;0;0;0;0;0
P43304;0;0;0;0;0;0;0;0;0;0;0;0
P43487-2;0;0;0;0;0;0;0;0;0;0;0;0
P43490;0;0;0;0;0;0;0;0;0;0;0;0
P43686;0;0;0;0;0;0;0;0;0;0;0;0
P45880;0;0;0;0;0;0;0;0;0;0;0;0
P45974-2;0;0;0;0;0;0;0;0;0;0;0;0
P46013;1;1;1;1;1;1;1;1;1;1;1;1
P46060;0;1;0;0;1;0;0;1;0;0;1;0
P46063;0;0;0;0;0;0;0;0;0;0;0;0
P46109;1;1;1;1;1;0;1;1;0;1;1;0
P46531;0;0;0;0;0;0;0;0;0;0;0;0
P46734-2;0;0;0;0;0;0;0;0;0;0;0;0
P46776;0;0;0;0;0;0;0;0;0;0;0;0
P46777;0;0;0;0;0;0;0;0;0;0;0;0
P46778;0;0;1;0;0;0;0;0;1;0;0;1
P46779;0;0;0;0;0;0;0;0;0;0;0;0
P46783;0;0;0;0;0;0;0;0;0;0;0;0
P46821;1;1;1;1;1;1;1;1;1;1;1;1
P46939;1;1;1;1;1;1;1;1;1;1;1;1
P46940;1;1;1;1;1;1;1;1;1;1;1;1
P46977;0;0;0;0;0;0;0;0;0;0;0;0
P47755;0;1;0;0;0;0;0;0;0;0;1;0
P47756-2;1;1;1;0;0;0;0;0;0;0;1;0
P47897;0;0;0;0;0;1;0;0;1;0;0;1
P47914;0;0;0;0;0;0;0;0;0;0;0;0
P47974;0;0;0;0;0;0;0;0;0;0;0;0
P48047;0;0;0;0;0;0;0;0;0;0;0;0
P48147;0;0;0;0;0;0;0;0;0;0;0;0
P48426-2;0;0;0;0;0;0;0;0;0;0;0;0
P48507;0;0;0;0;0;0;0;0;0;0;0;0
P48634;1;1;1;1;1;1;1;1;1;1;1;1
P48651;0;0;0;0;0;0;0;0;0;0;0;0
P48729-3;0;0;0;0;0;0;0;0;0;0;0;0
P49006;0;0;0;0;0;0;0;0;0;0;0;0
P49207;0;0;0;0;0;0;0;0;0;0;0;0
P49247;0;0;0;0;0;0;0;0;0;0;1;0
P49321;0;0;0;0;0;0;0;0;0;0;0;0
P49327;0;0;0;0;0;0;0;0;1;0;1;1
P49368;0;0;0;0;0;0;0;0;0;0;0;0
P49411;0;0;0;0;0;0;0;0;0;0;0;0
P49458;0;0;0;0;0;0;0;0;0;0;0;0
P49588;0;0;0;0;1;1;0;1;1;0;1;0
Q5T5C7;0;0;0;0;0;0;0;0;0;0;0;0
P49756;0;0;0;0;0;0;0;0;0;0;0;0
P49757-4;0;1;0;0;1;0;0;0;0;0;1;0
P49770;0;0;0;0;0;0;0;0;0;0;0;0
P49773;0;0;0;0;0;0;0;0;0;0;0;0
P49790-3;0;0;0;0;1;0;0;1;0;0;1;0
P49792;1;1;1;1;1;1;1;1;1;1;1;1
P49915;0;0;0;0;0;0;0;0;0;0;0;0
P49916-3;0;0;0;0;0;0;0;0;0;0;0;0
P50148;0;0;0;0;0;0;0;0;0;0;0;0
P50225;0;0;0;0;0;0;0;0;0;0;0;0
P50395;1;1;1;1;1;1;1;1;1;1;1;1
P50402;0;0;0;0;0;0;0;0;0;0;0;0
P50443;0;0;0;0;0;0;0;0;0;0;0;0
P50454;0;0;0;0;0;0;0;0;0;0;0;0
P50502;0;0;0;0;0;0;0;0;0;0;0;0
P50570-5;0;0;0;0;0;0;0;0;0;0;0;0
P50851-2;0;0;0;0;0;0;0;0;0;0;0;0
P50914;0;0;0;0;0;0;0;0;0;0;0;0
P50990;0;0;0;0;0;0;0;0;0;0;0;0
P50991;0;0;0;0;0;0;0;0;0;0;0;0
P50995;1;1;1;1;1;1;1;1;1;1;1;1
P51114-2;1;1;1;1;1;1;1;1;1;1;1;1
P51116;0;1;1;1;1;0;1;1;0;0;1;0
P51148;0;0;0;0;0;0;0;0;0;0;0;0
P51149;0;0;1;1;1;0;0;0;0;0;1;0
P51151;0;0;0;0;0;0;0;0;0;0;0;0
P51153;0;1;0;0;0;0;0;0;0;0;0;0
P51570;0;0;0;0;0;0;0;0;0;0;0;0
P51571;0;0;0;0;0;0;0;0;0;0;0;0
P51572;0;0;0;0;0;0;0;0;0;0;0;0
P51659;0;0;0;0;0;0;0;0;0;0;0;0
P51692;0;0;0;0;0;0;0;0;0;0;0;0
P51812;0;0;0;0;0;0;0;0;0;0;0;0
P51991;0;0;0;0;0;0;0;0;0;0;0;0
P52209-2;0;0;0;0;0;0;0;0;0;0;0;0
P52272-2;0;0;0;0;0;0;0;0;0;0;0;0
P52292;0;0;0;0;0;0;0;0;0;0;0;0
P52597;0;0;0;0;0;0;0;0;0;0;0;0
P52701;0;0;0;0;0;0;0;0;0;0;0;0
P52732;1;1;1;1;1;1;1;1;1;1;1;1
P52799;1;1;1;1;1;1;1;1;1;1;1;0
P52888;0;0;0;0;0;0;0;0;0;0;0;0
P52907;1;1;1;1;1;1;1;1;1;1;1;1
P53004;0;0;0;0;0;0;0;0;0;0;0;0
P53007;0;0;0;0;0;0;0;0;0;0;0;0
P53350;0;0;0;0;0;0;0;0;0;0;0;0
P53384-2;0;0;0;0;0;0;0;0;0;0;0;0
P53396-2;0;0;0;0;0;1;0;0;1;0;0;1
P53618;0;0;0;0;0;1;0;0;0;0;0;1
P53621;0;0;0;0;0;0;0;0;0;0;0;0
P53985;0;0;0;0;0;0;0;0;0;0;0;0
P53992;1;1;1;1;1;0;1;1;0;1;1;0
P54105;0;0;0;0;0;0;0;0;0;0;0;0
P54136;0;1;0;0;1;0;0;1;0;0;1;0
P54578-2;0;0;0;0;0;0;0;0;0;0;0;0
P54619-2;0;0;0;0;0;0;0;0;0;0;0;0
P54709;1;0;0;0;0;0;0;0;0;0;0;0
Q96L35;1;1;1;1;1;1;0;0;0;1;1;0
P54886-2;0;0;0;0;0;0;0;0;0;0;0;0
P55010;0;0;0;0;0;0;0;0;0;0;0;0
P55011-3;1;1;1;1;1;1;1;1;1;1;1;1
Q5VWC4;0;0;0;0;0;0;0;0;0;0;0;0
P55060-3;0;0;0;0;0;0;0;0;0;0;0;0
P55072;1;1;1;1;1;1;1;1;1;0;1;0
P55082;0;0;0;0;0;0;0;0;0;0;0;0
P55084;0;0;0;0;0;0;0;0;0;0;0;0
P55210-2;0;1;0;0;0;0;0;0;0;0;0;0
P55884;0;0;0;0;0;0;0;0;0;0;0;0
P56182;0;0;0;0;0;0;0;0;0;0;0;0
P56192;0;0;0;0;0;0;0;0;1;0;0;1
P56199;0;0;0;0;0;0;0;0;0;0;0;0
P56537;0;0;0;0;0;0;0;0;0;0;0;0
P56937-3;0;0;0;0;0;0;0;0;0;0;0;0
P56945-8;0;0;0;0;0;0;0;0;0;0;0;0
P57088;0;0;0;0;0;1;0;0;0;0;0;1
P58107;1;1;1;1;1;1;1;1;1;1;1;1
P58317;0;0;0;0;0;0;0;0;0;0;0;0
P60174-1;0;0;0;0;0;0;0;0;0;0;0;0
P60228;0;0;0;0;0;0;0;0;0;0;0;0
P60468;0;0;0;0;0;0;0;0;0;0;0;0
P60709;0;0;0;0;0;0;0;0;0;1;0;0
P60842;0;0;0;0;0;0;0;0;0;0;0;0
P60866;0;0;0;0;0;0;0;0;0;0;0;0
P60891;0;0;0;0;0;0;0;0;0;0;0;0
P60953;1;1;1;1;1;1;1;1;1;1;1;0
P60981;0;0;0;0;0;0;0;0;0;0;0;0
P61006;0;0;0;0;0;0;0;0;0;0;0;0
P61019;0;0;0;0;0;0;0;0;0;0;0;0
P61020;0;0;0;0;0;0;0;0;0;0;0;0
P61026;0;0;0;0;0;0;0;0;0;0;0;0
P61081;0;0;0;0;0;0;0;0;0;0;0;0
P61106;0;1;0;0;1;0;0;1;0;0;1;0
P61158;0;0;0;0;0;0;0;0;0;0;0;0
P61163;0;0;0;0;0;0;0;0;0;0;0;0
P61221;0;0;0;0;0;0;0;1;0;0;0;0
P61247;0;0;0;0;0;0;0;0;0;0;0;0
P61289;0;0;0;0;0;0;0;0;0;0;0;0
P61313;0;0;0;0;0;0;0;0;0;0;0;0
P61353;0;0;0;0;0;0;0;0;0;0;0;0
P61513;0;0;0;0;0;0;0;0;0;0;0;0
P61586;1;1;1;1;1;1;1;1;1;1;1;0
P61604;0;0;0;0;0;0;0;0;0;0;0;0
P61626;0;0;0;0;0;0;0;0;0;0;0;0
P61927;0;0;0;0;0;0;0;0;0;0;0;0
P61962;0;0;0;0;0;0;0;0;0;0;0;0
P61978-2;0;0;0;0;0;0;0;0;0;0;0;0
P61981;0;0;0;0;0;0;0;0;0;0;0;0
P62070;0;0;0;0;0;0;0;0;0;0;0;0
P62081;0;0;0;0;0;0;0;0;0;0;0;0
P62136;1;1;1;1;1;1;1;1;1;1;1;1
P62140;0;0;0;0;0;0;0;0;0;0;0;0
P62191;0;0;0;0;0;0;0;0;0;0;0;0
P62195;0;0;0;0;0;0;0;0;0;0;0;0
P62241;0;0;0;0;0;0;0;0;0;0;0;0
P62244;0;0;0;0;0;0;0;0;0;0;0;0
P62249;0;0;0;0;0;0;0;0;0;0;0;0
P62258;0;0;0;0;0;0;0;0;0;0;0;0
P62263;0;0;0;0;0;0;0;0;0;0;0;0
P62266;0;0;0;0;0;0;0;0;0;0;0;0
P62269;0;0;0;0;0;0;0;0;0;0;0;0
P62273;0;0;0;0;0;0;0;0;0;0;0;0
P62277;0;0;0;0;0;0;0;0;0;0;0;0
P62280;0;0;0;0;0;0;0;0;0;0;0;0
P62304;0;0;0;0;0;0;0;0;0;0;0;0
P62310;0;0;0;0;0;0;0;0;0;0;0;0
P62314;0;0;0;0;0;0;0;0;0;0;0;0
P62318;0;0;0;0;0;0;0;0;0;0;0;0
P62424;0;0;0;0;0;0;0;0;0;0;0;0
P62495;0;0;0;0;0;0;0;0;0;0;0;0
P62633-2;0;0;0;0;0;0;0;0;0;0;0;0
P62701;0;0;0;0;0;0;0;0;0;0;0;0
P62745;0;1;0;0;0;0;0;0;0;0;1;0
P62750;0;0;0;0;0;0;0;0;0;0;0;0
P62753;0;0;0;0;0;0;0;0;0;0;0;0
P62805;0;0;0;0;0;0;0;0;0;0;0;0
P62820;0;0;0;0;0;0;0;0;0;0;0;0
P62829;0;0;0;0;0;0;0;0;0;0;0;0
P62834;0;0;0;0;0;0;0;0;0;0;0;0
P62851;0;0;0;0;0;0;0;0;0;0;0;0
P62854;0;0;0;0;0;0;0;0;0;0;0;0
P62857;0;0;0;0;0;0;0;0;0;0;0;0
P62861;0;0;0;0;0;0;0;0;0;0;0;0
P62873;0;0;0;0;0;0;0;0;0;0;0;0
P62875;0;0;0;0;0;0;0;0;0;0;0;0
P62879;0;0;0;0;0;0;0;0;0;0;0;0
P62891;0;0;0;0;0;0;0;0;0;0;0;0
P62906;0;0;0;0;0;0;0;0;0;0;0;0
P62913;0;0;0;0;0;0;0;0;0;0;0;0
P62917;0;0;0;0;0;0;0;0;0;0;0;0
P62937;0;0;0;0;0;0;0;0;0;0;0;0
P62979;0;0;0;0;0;0;0;0;0;0;0;0
P62993;0;0;0;0;0;0;0;0;0;0;0;0
P63000;1;1;1;1;1;1;1;1;1;1;1;0
P63010;0;0;0;0;0;0;0;0;0;0;0;0
P63092-4;1;1;1;1;0;1;1;1;1;1;1;1
P63104;0;0;0;0;0;0;0;0;0;0;0;0
P63151;0;1;1;1;1;1;1;1;1;1;1;1
P63167;0;1;1;1;1;1;0;1;0;0;1;0
P63173;0;0;0;0;0;0;0;0;0;0;0;0
P63244;0;0;0;0;0;0;0;0;0;0;0;0
P67775;1;0;0;0;0;0;0;0;0;0;0;0
P67809;0;0;0;0;0;0;0;0;0;0;0;0
P67936;0;0;0;0;0;0;0;0;0;0;0;0
P68104;0;0;0;0;0;0;0;0;0;0;0;0
P68363;0;0;1;1;0;1;0;0;1;0;0;1
P68371;0;0;0;0;0;0;0;0;0;0;0;0
P78310;1;1;1;1;1;1;1;1;1;1;1;1
P78316;0;0;0;0;0;0;0;0;0;0;0;0
P78318;0;0;0;0;0;0;0;0;0;0;0;0
P78324;0;0;0;0;0;0;0;0;0;0;0;0
P78347-2;0;0;0;0;0;0;0;0;0;0;0;0
P78371;0;0;0;0;0;0;0;0;0;0;0;0
P78417;0;0;0;0;0;0;0;0;0;0;0;0
P78527;0;0;0;0;0;0;0;0;0;0;0;0
P80723;1;1;1;0;1;0;0;1;1;1;1;0
P81605;0;0;0;0;0;0;0;0;0;0;0;0
P82932;0;0;0;0;0;0;0;0;0;0;0;0
P84022;0;0;0;0;0;0;0;0;0;0;0;0
P84077;0;1;1;0;1;1;0;1;1;0;1;0
P84090;0;0;0;0;0;0;0;0;0;0;0;0
P84095;0;0;0;0;0;0;0;0;0;0;0;0
P85298-2;0;0;0;0;0;0;0;0;0;0;0;0
P98170;0;0;0;0;0;0;0;0;0;0;0;0
P98172;1;1;1;1;1;1;1;1;1;1;1;1
Q00013-2;0;0;0;0;0;0;0;0;0;0;0;0
Q00059;0;0;0;0;0;0;0;0;0;0;0;0
Q00325-2;0;0;0;0;0;0;0;0;0;0;0;0
Q00535;0;0;0;0;0;0;0;0;0;0;0;0
Q00587-2;0;0;0;0;0;0;0;0;0;0;0;0
Q00653;0;0;0;0;0;0;0;0;0;0;0;0
Q00688;0;0;0;0;0;0;0;0;0;0;0;0
Q00839-2;0;0;0;0;0;0;0;0;0;0;0;0
Q01085;0;0;0;0;0;0;0;0;0;0;0;0
Q01518;0;0;0;0;1;0;0;0;0;0;0;0
Q01650;0;0;0;0;0;0;0;0;0;0;0;0
Q01804;0;0;0;0;0;0;0;0;0;0;0;0
Q01813;0;0;0;0;0;0;0;0;0;0;0;0
Q01970;0;0;0;0;0;0;0;0;0;0;0;0
Q01974;1;1;1;0;1;1;0;1;1;1;1;0
Q02241;0;0;0;0;0;0;0;0;0;0;0;0
Q02413;0;0;0;0;0;0;0;0;0;0;0;0
Q02487-2;0;0;0;0;0;0;0;0;0;0;0;0
Q02750-2;0;0;0;0;0;0;0;0;0;0;0;0
Q02790;0;0;0;0;0;0;0;0;0;0;0;0
Q02878;0;0;0;0;0;0;0;0;0;0;0;0
Q02880;0;0;0;0;0;0;0;0;0;0;0;0
Q02952-3;0;0;0;0;0;0;0;0;1;1;1;0
Q02978;0;0;0;0;0;0;0;0;0;0;0;0
Q04656-5;0;0;0;0;0;0;0;0;0;0;0;0
Q04721;1;1;1;1;1;1;1;1;1;1;1;0
Q04760;0;0;0;0;0;0;0;0;0;0;0;0
Q04864-2;0;0;0;0;0;0;0;0;0;0;0;0
Q04917;0;0;0;0;0;0;0;0;0;0;0;0
Q05209-2;0;0;0;0;0;0;0;0;0;0;0;0
Q5T760;0;0;0;0;0;0;0;0;0;0;0;0
Q06124-2;1;1;1;1;1;1;1;1;1;1;1;1
Q06203;0;0;0;0;0;0;0;0;0;0;1;0
Q06210-2;1;1;1;1;1;1;1;1;1;1;1;1
Q06323;0;0;0;0;0;0;0;0;0;0;0;0
Q06587;0;0;0;0;0;0;0;0;0;0;0;0
Q06787-8;0;0;0;0;0;0;0;0;0;0;0;0
Q06830;0;0;0;0;1;0;0;1;0;0;1;0
Q07020;0;0;0;0;0;0;0;0;0;0;0;0
Q07065;0;0;0;0;0;0;0;0;0;0;0;0
Q07666;0;0;0;0;0;0;0;0;0;0;0;0
Q08211;0;0;0;0;0;0;0;0;0;0;0;0
Q08357;0;0;0;0;0;0;0;0;0;0;0;0
Q08380;0;0;0;0;0;0;0;0;0;0;0;0
Q08554-2;0;0;0;0;0;0;0;0;0;0;0;0
Q08AD1-2;0;0;0;0;0;0;0;0;0;0;0;0
Q08J23;0;0;0;0;0;0;0;0;0;0;0;0
Q09666;0;0;0;0;0;0;0;0;0;0;0;0
Q12756;0;1;0;0;1;0;0;1;1;1;1;0
Q12774;0;0;0;0;0;0;0;0;0;0;0;0
Q12789-3;0;0;0;0;0;0;0;0;0;0;0;0
Q12792;0;0;0;0;0;0;0;0;0;0;0;0
Q12800-4;0;0;0;0;0;0;0;0;0;0;0;0
Q12802-4;0;0;0;0;0;0;0;0;0;0;0;0
Q12830-2;0;0;0;0;0;0;0;0;0;0;0;0
Q12834;0;0;0;0;0;0;0;0;0;0;0;0
Q12846;0;0;0;0;0;0;0;0;0;0;0;0
Q12874;0;0;0;0;0;0;0;0;0;0;0;0
Q12904-2;0;0;0;0;0;0;0;0;0;0;0;0
Q12906-5;0;0;0;0;0;0;0;0;0;0;0;0
Q12907;0;0;0;0;0;0;0;0;0;0;0;0
Q12923-3;1;1;1;1;1;0;0;1;1;1;1;0
Q12929;1;1;1;1;1;1;1;1;1;1;1;1
Q12931-2;0;0;0;0;0;0;0;0;0;0;0;0
Q12933-3;0;0;0;0;0;0;0;0;0;1;1;0
Q12948;0;0;0;0;0;0;0;0;0;0;0;0
Q12955;1;1;1;1;1;1;1;1;1;1;1;1
Q12959-7;1;1;1;1;1;1;1;1;1;1;1;1
Q12965;0;0;0;0;0;0;0;0;0;0;0;0
Q13009;0;1;0;0;1;1;0;0;0;0;1;0
Q13011;0;0;0;0;0;0;0;0;0;0;0;0
Q13033-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13043;0;0;0;0;0;0;0;0;0;0;0;0
Q13045-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13057;0;0;0;0;0;0;0;0;0;0;0;0
Q13085;0;0;0;0;0;0;0;0;0;0;0;0
Q13123;0;0;0;0;0;0;0;0;0;0;0;0
Q13131-2;0;1;0;0;1;0;0;1;0;0;1;0
Q13136;1;1;1;1;1;1;1;1;1;1;1;1
Q13144;0;0;0;0;0;0;0;0;0;0;0;0
Q13148;0;0;0;0;0;0;0;0;0;0;0;0
Q13151;0;0;0;0;0;0;0;0;0;0;0;0
Q13155;0;0;0;0;0;1;0;0;1;0;0;1
Q13162;0;0;0;0;0;0;0;0;0;0;0;0
Q13177;0;0;0;0;0;0;0;0;0;0;0;0
Q13185;0;0;0;0;0;0;0;0;0;0;0;0
Q13200-3;0;0;0;0;0;0;0;0;0;0;0;0
Q13263;0;0;0;0;0;0;0;0;0;0;0;0
Q13283;0;1;0;1;1;0;0;0;0;0;0;0
Q13308-4;0;0;0;0;0;0;0;0;0;0;0;0
Q13310-3;1;1;1;1;1;1;1;1;1;1;1;1
Q13325;0;0;0;0;0;0;0;0;0;0;0;0
Q13332-6;0;0;0;0;0;0;0;0;0;0;0;0
Q13347;0;0;0;0;0;0;0;0;0;0;0;0
Q13395;0;0;0;0;0;0;0;0;0;0;0;0
Q13409;0;0;0;0;0;0;0;0;0;0;0;0
Q13423;0;0;0;0;0;0;0;0;0;0;0;0
Q13425;1;1;1;1;1;1;1;1;1;1;1;1
Q13428-3;0;0;0;0;0;0;0;0;0;0;0;0
Q13433;0;1;1;0;0;0;0;1;1;0;1;0
Q13435;0;0;0;0;0;0;0;0;0;0;0;0
Q13442;0;0;0;0;0;0;0;0;0;0;0;0
Q13443;0;0;0;0;0;0;0;0;0;0;0;0
Q13480-2;1;0;1;0;0;0;0;0;0;0;0;0
Q13492;0;0;0;0;0;0;0;0;0;0;0;0
Q13501;1;0;0;0;0;0;0;0;0;1;0;0
Q13509;0;0;0;0;0;0;0;0;0;0;0;0
Q13526;0;0;0;0;0;0;0;0;0;0;0;0
Q13546;0;0;0;0;0;0;0;0;0;0;0;0
Q5TEE2;0;0;0;0;0;0;0;0;0;0;0;0
Q13554;0;0;0;0;0;0;0;0;0;0;0;0
Q13561;1;0;0;1;0;0;1;0;1;1;1;0
Q13572;0;0;0;0;0;0;0;0;0;0;0;0
Q13576;1;1;1;1;1;1;1;1;1;1;1;1
Q13596-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13625;1;1;1;1;1;1;1;1;1;1;1;1
Q13627-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13641;0;0;0;0;0;0;0;0;0;0;0;0
Q13642-1;1;1;1;1;1;1;1;1;1;1;1;1
Q13683-7;0;0;0;0;0;0;0;0;0;0;0;0
Q13724-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13813;1;0;1;1;0;1;1;0;1;1;0;1
Q13838-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13884;0;0;0;0;0;0;0;0;0;0;0;0
Q13895;0;0;1;0;0;0;0;0;1;0;0;1
Q14008-2;1;1;1;1;1;1;1;1;1;1;1;1
Q14012;0;0;0;0;0;0;0;0;0;0;0;0
Q14118;1;1;1;1;1;1;1;1;1;1;1;1
Q14126;1;1;1;1;1;1;1;1;1;1;1;1
Q14145;0;0;0;0;0;0;0;0;0;0;0;0
Q14152;0;0;0;0;0;0;0;0;0;0;0;0
Q14155-1;1;1;1;1;1;1;1;1;1;1;1;1
Q14157;0;1;0;0;1;0;0;0;0;0;1;0
Q14161;0;0;0;0;0;0;0;0;0;0;0;0
Q14166;0;0;0;0;0;0;0;0;0;0;0;0
Q14195-2;1;1;0;1;1;0;0;1;0;1;1;0
Q14204;0;0;0;0;0;0;0;0;0;0;0;0
Q14247;1;1;1;1;1;1;1;1;1;1;1;1
Q14257;0;0;0;0;0;0;0;0;0;0;0;0
Q14258;1;1;1;1;1;1;1;1;1;1;1;1
Q14318;0;0;0;0;0;0;0;0;0;0;0;0
Q14331;0;0;0;0;0;0;0;0;0;0;0;0
Q14344;0;0;0;0;0;0;0;0;0;0;0;0
Q14444-2;0;1;1;1;1;1;0;1;0;0;1;0
Q14498-2;0;0;0;0;0;0;0;0;0;0;0;0
Q14566;0;0;0;0;0;0;0;0;0;0;0;0
Q14573;0;0;0;0;0;0;0;0;0;0;0;0
Q14651;0;0;0;0;0;0;0;0;0;0;0;0
Q14669;0;0;0;0;0;0;0;0;0;0;0;0
Q5T1Z4;0;0;0;0;0;0;0;0;0;0;0;0
Q14674;0;0;0;0;0;0;0;0;0;0;0;0
Q14676-2;0;0;0;0;0;0;0;0;0;0;1;0
Q14677;0;0;0;0;0;0;0;0;0;0;0;0
Q14678;0;0;0;0;0;0;0;0;0;0;0;0
Q14680-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14683;0;0;0;0;0;0;0;0;0;0;0;0
Q14684-2;0;0;0;0;0;0;0;0;0;0;0;0
Q14689-6;0;0;0;0;0;0;0;0;0;0;0;0
Q14690;0;0;0;0;0;0;0;0;0;0;0;0
Q14694;1;1;0;1;1;1;1;1;1;1;1;1
Q14697;0;0;0;0;0;0;0;0;0;0;0;0
Q14699;0;0;0;0;0;0;0;0;0;0;0;0
Q14739;0;0;0;0;0;0;0;0;0;0;0;0
Q14789-4;0;0;0;0;0;0;0;0;1;0;0;1
Q14790-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14807;0;0;0;1;0;0;0;0;0;0;0;0
Q14847;1;1;1;1;1;1;1;1;1;1;1;1
Q14974;0;0;0;0;0;0;0;0;0;0;0;0
Q14978-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14980-2;1;0;1;1;0;1;1;1;1;1;0;1
Q14999;0;0;0;0;0;0;0;0;0;0;0;0
Q14C86-3;1;1;0;1;1;1;1;1;1;1;1;0
Q15019-2;1;1;1;1;1;1;1;1;1;1;1;1
Q15021;0;0;0;0;0;0;0;1;1;0;1;1
Q15029-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15042-4;0;0;0;0;0;0;0;0;0;0;0;0
Q15046;0;0;0;0;0;0;0;0;0;0;0;0
Q15052-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15056-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15058;0;1;0;0;1;0;0;1;0;0;1;0
Q15084-3;0;0;0;0;0;0;0;0;0;0;0;0
Q15154;1;0;0;0;0;1;0;0;1;1;0;1
Q15181;0;0;0;0;0;0;0;0;0;0;0;0
Q15223;0;0;0;0;0;0;0;0;0;0;0;0
Q15233;0;0;0;0;0;0;0;0;0;0;0;0
Q15262;1;1;1;0;1;0;0;1;1;1;1;1
Q15286;1;1;1;1;1;1;1;1;1;1;1;1
Q15293;0;0;0;0;0;0;0;0;0;0;0;0
Q15311;0;0;0;0;0;0;0;0;0;0;0;0
Q15334;1;1;1;1;1;1;1;1;1;1;1;1
Q15365;1;1;0;0;0;0;0;0;0;1;1;0
Q15366-2;0;0;0;0;1;0;0;0;0;0;0;0
Q15375-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15382;0;0;0;0;0;0;0;0;0;0;0;0
Q15393;0;0;0;0;0;0;0;0;0;0;0;0
Q15398;0;1;0;0;1;0;0;1;0;1;1;0
Q15417;1;1;1;1;1;1;1;1;1;1;1;1
Q15437;0;1;1;0;1;1;0;1;1;0;1;1
