Prey;WT_NC;WT_S;WT_FCS;G12_NC;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
J3QRM1;0;0;0;0;0;0;0;0;0;0;0;0
J3QRS3;0;0;0;0;0;0;1;0;0;0;0;0
J3QRS9;0;0;0;0;0;0;0;0;0;0;0;0
J3QRU1;1;1;1;1;1;1;1;1;1;1;1;1
J3QRV5;0;0;0;0;0;0;0;0;0;0;0;0
J3QS41;0;0;0;0;0;0;0;0;0;0;0;0
J9JIE6;0;0;0;0;0;0;0;0;0;0;0;0
K7EJE8;0;0;0;0;0;0;0;0;0;0;0;0
K7EJL1;0;0;0;0;0;0;0;0;0;0;0;0
K7EK07;0;0;0;0;0;0;0;0;0;0;0;0
K7EQ55;0;0;0;0;0;0;0;0;0;0;0;0
K7ELC2;0;0;0;0;0;0;0;0;0;0;0;0
K7ELD9;0;0;0;0;0;0;0;0;0;0;0;0
K7EP90;0;0;0;0;0;0;0;0;0;0;0;0
K7ES31;0;0;0;0;0;0;0;0;0;0;0;0
M0QWZ7;0;0;0;0;0;0;0;0;0;0;0;0
M0QXB4;0;0;0;0;0;0;0;0;0;0;1;0
M0QZ12;0;0;0;0;0;0;0;0;0;0;0;0
M0QZ22;0;0;0;0;0;0;0;0;0;0;0;0
M0QZR4;0;0;0;0;0;0;0;0;0;0;0;0
M0R0F0;0;0;0;0;0;0;0;0;0;0;0;0
M0R117;0;0;0;0;0;0;0;0;0;0;0;0
M0R2B7;0;0;0;0;0;0;0;0;0;0;0;0
M0R2P6;1;1;1;1;1;1;1;1;1;1;1;1
M0R2Z9;0;0;0;0;0;0;0;0;0;0;0;0
O00139-2;1;1;1;1;1;0;1;1;0;1;1;0
O00151;1;1;1;1;1;1;1;1;1;1;1;1
O00159-3;1;0;0;1;0;1;1;0;0;1;0;0
O00161;1;1;1;1;1;1;1;1;1;1;1;1
O00170;0;1;0;0;1;0;0;1;0;0;1;0
O00178;0;0;0;0;0;0;0;0;0;0;0;0
O00186;0;0;0;0;0;0;0;0;0;0;0;0
O00203-3;0;1;1;0;0;0;0;0;0;0;1;1
O00231;0;0;0;0;0;0;0;0;0;0;0;0
O00264;0;0;0;0;0;0;0;0;0;0;0;0
O00267;0;0;0;0;0;0;0;0;0;0;0;0
O00299;0;0;0;0;0;0;0;0;0;0;0;0
O00303;0;0;0;0;0;0;0;0;0;0;0;0
O00401;0;0;0;0;0;0;0;0;0;0;0;0
O00410;0;0;0;0;0;1;0;0;1;0;0;1
O00425;0;0;0;0;0;0;0;0;0;0;0;0
O00442-2;0;0;0;0;0;0;0;0;0;0;0;0
O00459;0;0;0;0;0;0;0;0;0;0;0;0
O00471;0;0;0;0;0;0;0;0;0;0;0;0
O00483;0;0;0;0;0;0;0;0;0;0;0;0
O00487;0;0;0;0;0;0;0;0;0;0;0;0
O00505;0;0;0;0;0;0;0;0;0;0;0;0
O00567;0;0;0;0;0;0;0;0;0;0;0;0
O00592-2;0;0;0;0;0;0;0;0;0;0;0;0
O00743-2;0;0;0;0;0;0;0;0;0;0;0;0
O00763-3;0;0;0;0;0;0;0;0;0;0;0;0
O00767;0;0;0;0;0;0;0;0;0;0;0;0
O14545;1;0;0;0;0;0;0;0;0;0;0;0
O14578;0;0;0;0;0;0;0;0;0;0;0;0
P47813;0;0;0;0;0;0;0;0;0;0;0;0
O14617;0;0;0;0;0;0;0;0;0;0;0;0
O14639;0;0;0;0;0;0;0;0;0;0;0;0
O14654;1;1;1;1;1;1;1;1;1;1;1;1
O14737;0;0;1;0;0;0;0;0;0;0;0;0
O14744;0;0;0;0;0;0;0;0;0;0;0;0
O14745;0;0;0;0;0;0;0;0;0;0;0;0
O14776-2;0;0;1;1;0;1;0;0;1;0;0;1
O14802;0;0;0;0;0;0;0;0;0;0;0;0
O14818;0;0;0;0;0;0;0;0;0;0;0;0
O14828;1;1;1;0;1;1;0;1;1;1;1;0
O14867;0;0;0;0;0;0;0;0;0;0;0;0
O14893-2;0;0;0;0;0;0;0;0;0;0;0;0
O14908;0;0;0;0;0;0;0;0;0;0;0;0
O14925;0;0;0;0;0;0;0;0;0;0;0;0
O14929-2;0;0;0;0;0;0;0;0;0;0;0;0
O14936-3;1;1;1;1;1;1;1;1;1;1;1;1
O14949;0;0;0;0;0;0;0;0;0;0;0;0
O14964;0;1;0;0;1;0;0;1;0;0;1;0
O14965;0;0;0;0;0;0;0;0;0;0;0;0
O14974;1;1;1;1;1;1;1;1;1;1;1;1
O14976;0;0;0;0;0;0;0;0;0;0;0;0
O14980;0;0;1;0;0;1;0;0;1;0;0;1
O15020;0;0;0;0;0;0;0;0;0;0;0;0
O15031;0;0;0;0;0;0;0;0;0;0;0;0
O15063;0;0;0;0;0;0;0;0;0;0;0;0
O15067;0;0;0;0;1;0;0;1;0;0;1;0
O15111;0;0;0;0;0;0;0;0;0;0;0;0
O15160-2;0;0;0;0;0;0;0;0;0;0;0;0
O15212;0;0;0;0;0;0;0;0;0;0;0;0
O15234;0;0;0;0;0;0;0;0;0;0;0;0
O15235;0;0;0;0;0;0;0;0;0;0;0;0
O15269;0;1;0;0;1;0;0;1;0;0;1;0
O15270;0;0;0;0;0;0;0;0;0;0;0;0
O15294;0;0;0;0;0;0;0;0;0;0;0;0
O15344;0;0;0;0;0;0;0;0;0;0;0;0
O15355;0;0;0;0;0;0;0;0;0;0;0;0
O15357;0;0;0;0;0;0;0;0;0;0;0;0
O15371-2;0;1;0;0;0;0;0;1;0;0;0;0
O15400-2;1;1;1;1;1;1;1;1;1;1;1;1
O15439-2;0;0;0;0;0;0;0;0;0;0;0;0
O15440-5;0;0;0;0;0;0;0;0;0;0;0;0
O15498-2;0;0;0;0;0;0;0;0;0;0;0;0
O43143;0;1;0;0;1;0;0;1;0;0;1;0
O43175;0;0;0;0;0;0;0;0;0;0;0;0
O43242;0;0;0;0;0;0;0;0;0;0;0;0
O43251-8;0;0;0;0;0;0;0;0;0;0;0;0
O43318-2;0;0;0;0;0;0;0;0;0;0;0;0
O43379-4;0;0;0;0;0;0;0;0;0;0;0;0
O43390;0;0;0;0;0;0;0;0;0;0;0;0
O43396;0;0;0;0;0;0;0;0;0;0;0;0
O43427-2;0;0;0;0;0;0;0;0;0;0;0;0
O43491;1;1;1;1;1;1;1;1;1;1;1;1
O43592;0;0;0;0;0;0;0;0;0;0;0;0
O43639;0;0;0;0;0;0;0;0;0;0;0;0
O43663-2;0;0;0;0;0;0;0;0;0;0;0;0
O43684-2;0;0;0;0;0;0;0;0;0;0;0;0
O43707;1;1;1;1;1;1;1;1;1;1;1;1
O43747;0;0;0;0;0;0;0;0;0;0;0;0
O43765;0;0;0;0;0;0;0;0;0;0;0;0
O43776;0;0;0;0;0;0;0;0;0;0;0;0
O43809;0;0;0;0;0;0;0;0;0;0;0;0
O43813;0;0;0;0;0;0;0;0;0;0;0;0
O43823;0;0;0;0;0;0;0;0;0;0;0;0
O43852;0;0;0;0;0;0;0;0;0;0;0;0
O43913;0;0;0;0;0;0;0;0;0;0;0;0
O60231;0;0;0;0;0;0;0;0;0;0;0;0
O60245;1;1;1;0;1;1;0;1;1;1;1;1
O60256;0;0;0;0;0;0;0;0;0;0;0;0
O60264;0;0;0;0;0;1;0;0;0;0;0;0
O60271-4;1;1;1;1;1;1;1;1;1;1;1;1
O60282;0;0;0;0;0;0;0;0;0;0;0;0
O60341;0;0;0;0;0;0;0;0;0;0;0;0
O60343-2;0;1;0;0;0;0;0;0;0;0;1;0
O60493;0;0;0;0;0;0;0;0;0;0;0;0
O60502;0;0;0;0;0;0;0;0;0;0;0;0
O60503;0;0;0;0;0;0;0;0;0;0;0;0
O60506;0;0;0;1;1;1;1;1;0;0;1;0
O60547;0;0;0;0;0;0;0;0;0;0;0;0
O60566;0;0;0;0;0;0;0;1;0;0;1;0
O60573;0;0;0;0;0;0;0;0;0;0;0;0
O60645-2;0;0;0;0;0;0;0;0;0;0;0;0
O60678;0;0;0;0;0;0;0;0;0;0;0;0
O60684;0;0;0;0;0;0;0;0;0;0;0;0
O60763;0;0;0;0;0;0;0;0;0;0;0;0
O60826;0;0;0;0;0;0;0;0;0;0;0;0
O60884;0;0;0;0;0;0;0;0;0;0;0;0
O75051;0;0;0;0;0;0;0;0;0;0;0;0
O75054;0;0;0;0;0;0;0;0;0;0;0;0
O75116;0;0;0;0;0;0;0;0;0;0;0;0
O75131;1;1;0;1;1;0;1;1;0;1;1;0
O75146;1;1;1;1;1;1;1;1;1;1;1;1
O75155;0;0;0;0;0;0;0;0;0;0;0;0
O75170-6;0;0;0;0;0;0;0;0;0;0;0;0
O75175;0;0;0;0;0;0;0;0;0;0;0;0
O75179-2;0;0;0;0;0;0;0;0;0;0;0;0
O75330-2;0;0;0;0;0;0;0;1;0;0;0;0
O75340-2;0;0;0;0;0;0;0;0;0;0;0;0
O75369-2;1;1;1;1;1;1;1;1;1;1;1;1
O75385;0;0;0;0;0;0;0;0;0;0;0;0
O75396;0;0;0;0;0;0;0;0;0;0;0;0
O75400-2;0;0;0;0;0;0;0;0;0;0;0;0
O75410-2;0;0;0;0;0;0;0;1;0;0;1;0
O75449;0;0;0;0;0;0;0;0;0;0;0;0
O75475;0;0;0;0;0;0;0;0;0;0;0;0
O75489;0;0;0;0;0;0;0;0;0;0;0;0
O75533;0;0;0;0;0;0;0;0;0;0;0;0
O75534;1;1;1;1;1;1;1;1;1;1;1;1
O75592-2;0;0;0;0;0;0;0;0;0;0;0;0
O75643;0;0;1;1;0;0;0;0;0;0;0;0
O75663;0;0;0;0;0;0;0;0;0;0;0;0
O75695;0;1;0;0;0;0;0;0;0;0;0;0
O75746;0;0;0;0;0;0;0;0;0;0;0;0
O75781;0;0;0;0;0;0;0;0;0;0;0;0
O75821;0;0;0;0;0;0;1;0;0;0;0;0
O75822-3;0;0;0;0;0;0;0;0;0;0;0;0
O75844;0;0;0;0;0;0;0;0;0;0;0;0
O75882;0;0;0;0;0;0;0;0;0;0;0;0
O75886;0;0;0;0;0;0;0;0;0;0;0;0
O75925;0;0;0;0;0;0;0;0;0;0;0;0
O75955;0;0;0;0;0;0;0;0;0;0;0;0
O75962-4;0;0;0;0;0;0;0;0;0;0;0;0
O75964;0;0;0;0;0;0;0;0;0;0;0;0
O75970-5;1;1;1;0;1;0;0;1;1;1;1;1
O76003;0;1;0;1;1;0;0;1;1;0;1;1
O76031;0;0;0;0;0;0;0;0;0;0;0;0
O76041-2;0;0;0;0;0;0;0;0;0;0;0;0
O76094;0;0;0;0;0;0;0;0;0;0;0;0
O94763-2;0;0;0;0;0;0;0;0;0;0;0;0
O94804;0;0;0;0;0;0;0;0;0;0;0;0
O94819;0;0;0;0;0;0;0;0;0;0;0;0
O94822;0;0;0;0;0;0;0;0;0;0;0;0
O94832;1;0;0;0;0;0;1;0;0;1;0;0
O94874;0;0;0;0;0;0;0;0;0;0;0;0
O94887;1;1;1;0;1;0;0;0;1;0;1;0
O94905;0;0;0;0;0;0;0;0;0;0;0;0
O94906-2;0;0;0;0;0;0;0;0;0;0;0;0
O94910-2;0;0;0;0;0;0;0;0;0;0;0;0
O94927;0;0;0;0;0;0;0;0;0;0;0;0
O94964;0;0;0;0;0;0;0;0;0;0;0;0
O94966-4;0;0;0;0;0;0;0;0;0;0;0;0
O94973;0;0;0;0;0;0;0;0;0;0;0;0
O95140;0;0;0;0;0;0;0;0;0;0;0;0
O95163;0;0;0;0;0;0;0;0;0;0;0;0
O95168-2;0;0;0;0;0;0;0;0;0;0;0;0
O95235-2;0;0;0;0;0;0;0;0;0;0;0;0
O95239;0;0;0;0;0;0;0;0;0;0;0;0
O95292;0;0;0;0;0;0;0;0;0;0;0;0
O95297-2;1;1;1;0;1;0;0;1;1;1;1;0
O95336;0;0;0;0;0;0;0;0;0;0;0;0
O95347;0;0;0;0;0;0;0;0;0;0;0;1
O95373;0;0;0;0;0;0;0;0;0;0;0;0
O95394;0;0;0;0;0;0;0;0;0;0;0;0
O95429;0;0;0;0;0;0;0;0;0;0;0;0
O95456;0;0;0;0;0;0;0;0;0;0;0;0
O95470;0;0;0;0;0;0;0;0;0;0;0;0
O95486;0;0;0;0;0;0;0;0;0;0;0;0
O95487-2;0;0;0;0;0;0;0;0;0;0;0;0
O95573;0;1;0;1;1;0;1;0;0;0;1;0
O95613;1;1;1;1;1;1;1;1;1;1;1;1
O95714;0;1;0;0;1;0;0;0;0;0;1;0
O95721;1;1;1;1;1;1;1;1;1;1;1;1
O95782-2;0;0;0;0;0;0;0;0;0;0;0;0
O95816;0;1;0;1;1;1;1;1;1;1;1;1
O95817;0;0;0;0;0;0;0;0;0;0;0;0
O95831-3;0;0;0;0;0;0;0;0;0;0;0;0
O95835;0;0;0;0;0;0;0;0;0;0;0;0
O95864;0;0;0;0;0;0;0;0;0;0;0;0
O96000;0;0;0;0;0;0;0;0;0;0;0;0
O96013;1;1;1;1;1;1;1;1;1;1;1;1
P00338;0;0;0;0;0;0;0;0;0;0;0;0
P00367;0;0;0;0;0;0;0;0;0;0;0;0
P00374;0;0;0;0;0;0;0;0;0;0;0;0
P00390-2;1;1;1;1;1;1;1;1;1;1;1;1
P00403;0;0;0;0;0;0;0;0;0;0;0;0
P00441;0;0;0;0;0;0;0;0;0;0;1;0
P00450;0;0;0;0;0;0;0;0;0;0;0;0
P00492;0;1;0;0;1;0;0;1;0;0;1;0
P00533;0;0;0;0;0;0;0;0;0;0;0;0
P00966;0;0;0;0;1;0;0;1;0;0;1;0
P01111;0;0;0;0;0;0;0;0;0;0;0;0
P01116-2;0;0;0;0;0;0;0;0;0;0;0;0
P01876;0;0;0;0;0;0;0;0;0;0;0;0
P01889;1;0;0;0;1;0;0;0;1;1;1;0
P02545-3;0;0;0;0;0;0;0;0;0;0;0;0
P02786;0;0;0;0;0;0;0;0;0;0;0;0
P04075;0;0;0;0;0;0;0;0;0;0;0;0
P04080;1;1;1;1;1;1;1;1;1;1;1;1
P04083;0;0;0;0;0;0;0;0;0;0;0;0
P04181;0;0;0;0;0;0;0;0;0;0;0;0
P04183;1;1;0;0;1;0;1;1;1;1;1;0
P04279;0;0;0;0;0;0;0;0;0;0;0;0
P04406;0;0;0;0;0;0;0;0;0;0;0;0
Q5SRN7;1;1;1;1;1;1;1;1;1;1;1;1
P04626;1;1;1;0;1;0;0;1;0;0;1;0
P04637;0;0;0;0;0;0;0;0;0;0;0;0
P04843;0;0;0;0;0;0;0;0;0;0;0;0
P04844;0;0;0;0;0;1;0;0;1;0;0;1
P04899;0;0;0;0;0;0;0;0;0;0;0;0
P04920-2;0;0;0;0;0;0;0;0;0;0;0;0
P05023-4;1;1;1;0;1;1;0;1;1;1;1;1
P05026;0;0;0;0;1;0;0;1;0;0;1;0
P05089-2;0;0;0;0;0;0;0;0;0;0;0;0
P05109;0;0;0;0;0;0;0;0;0;0;0;0
P05141;0;0;0;0;0;0;0;0;0;0;0;0
P05165-2;0;0;0;0;0;0;0;0;0;0;0;0
P05198;0;0;0;0;0;0;0;0;0;0;0;0
P05386;0;0;0;0;0;0;0;0;0;0;0;0
P05387;0;0;0;0;0;0;0;0;0;0;0;0
P05388;0;0;0;0;0;0;0;0;0;0;0;0
P05556;1;1;1;1;1;1;1;1;1;1;1;1
P05783;0;0;0;0;0;0;0;0;0;0;0;0
P06213;1;1;1;0;1;0;0;1;1;1;1;0
P06241;0;1;0;0;0;0;0;0;0;0;0;0
P06493;0;0;0;0;0;0;0;0;0;0;0;0
P06576;0;0;0;0;0;0;0;0;0;0;0;0
P06702;0;0;0;0;0;0;0;0;0;0;0;0
P06733;0;0;0;0;0;0;0;0;0;0;0;0
P06744;0;0;0;0;0;0;0;0;0;0;0;0
P06748;0;0;0;0;0;0;0;0;0;0;0;0
P06753-2;1;0;0;1;0;0;1;1;0;1;1;0
P06756-3;0;0;0;0;0;0;0;0;0;0;0;0
P07195;0;0;0;0;0;0;0;0;0;0;0;0
P07237;0;0;0;0;0;0;0;0;0;0;0;0
P07355;0;0;0;0;0;0;0;0;0;0;0;0
P07384;0;0;0;0;0;0;0;0;0;0;0;0
Q5JP53;0;0;0;0;0;0;0;0;0;0;0;0
P07737;0;0;1;0;0;0;0;0;0;0;0;0
P07741;0;0;0;0;0;0;0;0;0;0;0;0
P07814;0;0;0;0;0;0;0;0;0;0;0;0
P07900;0;0;0;0;0;0;0;0;0;0;0;0
P07948-2;0;0;0;0;0;0;0;0;0;0;0;0
P08133-2;1;1;1;0;1;0;0;1;0;0;1;0
Q5JR08;0;0;0;0;1;0;0;1;0;0;0;0
P08237;0;0;0;0;0;0;0;0;0;0;0;0
P08238;0;0;0;0;0;0;0;0;0;0;0;0
P08240;0;0;0;0;0;0;0;1;0;0;1;0
P08243-2;0;0;0;0;0;0;0;0;0;0;0;0
P08581;0;0;0;0;0;0;0;0;0;0;0;0
P08621-2;0;0;0;0;0;0;0;0;0;0;0;0
P08648;0;0;0;0;0;0;0;0;0;0;1;0
P08670;0;0;0;0;0;0;0;0;0;0;0;0
P08708;0;0;0;0;0;0;0;0;0;0;0;0
P08754;1;1;1;1;1;1;1;1;1;1;1;1
P08758;0;0;0;0;0;0;0;0;0;0;0;0
P09471-2;0;0;0;0;0;0;0;0;0;0;0;0
P09496-2;0;0;0;0;0;0;0;0;0;0;0;0
P09543-2;0;0;0;0;0;0;0;0;0;0;0;0
P09669;0;0;0;0;0;0;0;0;0;0;0;0
P09874;0;0;0;0;0;0;0;0;0;0;0;0
P09936;0;0;0;0;0;0;0;0;0;0;0;0
P09972;1;1;1;1;1;0;1;1;0;1;1;0
Q71UI9;0;0;0;0;0;0;0;0;0;0;0;0
Q96KK5;0;0;0;0;0;0;0;0;0;0;0;0
P0DN76;0;0;0;0;0;0;0;0;0;0;0;0
P0DN79;1;1;1;1;1;1;1;1;1;1;1;1
P10155-3;0;0;0;0;0;0;0;0;0;0;0;0
Q96II5;0;0;0;0;0;0;0;0;0;0;0;0
P10412;0;0;0;0;0;0;0;0;0;0;0;0
P10586-2;0;1;0;0;0;0;0;0;0;0;0;0
P10599;0;0;0;0;0;0;0;0;0;0;0;0
P10606;0;0;0;0;0;0;0;0;0;0;0;0
P10809;0;0;0;0;0;0;0;0;0;0;0;0
P11021;0;0;0;0;0;0;0;0;0;0;0;0
P11142;0;0;0;0;0;0;0;0;0;0;0;0
P11171-2;1;1;1;1;1;1;0;1;0;1;1;0
P11172;0;0;0;0;0;0;0;0;0;0;0;0
P11182;0;0;0;0;0;0;0;0;0;0;0;0
P11216;0;0;0;0;0;0;0;0;0;0;0;0
P11233;1;1;1;0;1;0;0;1;0;0;1;0
P11234;0;0;0;0;0;0;0;0;0;0;0;0
P11274-2;0;0;0;0;0;0;0;0;0;0;1;0
P11388;0;0;0;0;0;0;0;0;0;0;0;0
P11413;0;0;0;0;0;0;0;0;0;0;0;0
P11498;0;0;0;0;0;0;0;0;0;0;0;0
P11802;0;0;0;0;0;0;0;0;0;0;0;0
P12004;0;0;0;0;0;0;0;0;0;0;0;0
P12081-4;0;0;0;0;0;0;0;0;0;0;0;0
P12235;0;0;0;0;0;0;0;0;0;0;0;0
P12236;0;0;0;0;0;0;0;0;0;0;0;0
P12268;0;1;0;0;1;0;0;1;0;0;1;0
P12277;0;0;0;0;0;0;0;0;0;0;0;0
P12814;1;1;1;1;1;1;1;1;1;1;1;1
P12931;0;0;0;0;0;0;0;0;0;0;0;0
P12955;0;0;0;0;0;0;0;0;0;0;0;0
P12956;0;0;0;0;0;0;0;0;0;0;0;0
P13010;0;0;0;0;0;0;0;0;0;0;0;0
P13073;0;0;0;0;0;0;0;0;0;0;0;0
P13489;0;0;0;0;0;0;0;0;0;0;0;0
P13612;0;0;0;0;0;0;0;0;0;0;0;0
P13639;0;0;0;0;0;0;0;0;0;0;0;0
P13796;0;0;0;0;0;0;0;0;0;0;0;0
P13797;1;1;1;1;1;1;1;1;1;1;1;1
P14174;1;0;1;1;0;1;1;0;1;1;0;1
P14373;0;0;0;0;0;0;0;0;0;0;0;0
P14618;0;0;0;0;0;0;0;0;0;0;0;0
P14625;0;0;0;0;0;0;0;0;0;0;0;0
P14635-2;0;0;0;0;0;0;0;0;0;0;0;0
P14735;0;0;0;0;0;0;0;0;0;0;0;0
P14866;0;0;0;0;0;0;0;0;0;0;0;0
P14868;0;0;0;0;0;0;0;0;1;0;0;1
P14923;0;0;0;0;0;0;0;0;0;0;0;0
P15170-2;1;1;1;1;1;1;1;1;1;1;1;1
P15880;0;0;0;0;0;0;0;0;0;0;0;0
P15924;0;0;0;0;0;0;0;0;0;0;0;0
P16152;0;0;0;0;0;0;0;0;0;0;0;0
P16403;0;0;0;0;0;0;0;0;0;0;0;0
P16615;0;0;0;0;0;0;0;0;0;0;0;0
P17252;0;0;0;0;0;0;0;0;0;0;0;0
P17301;1;1;1;1;1;0;1;1;1;1;1;0
P17655;0;1;0;0;1;0;0;1;0;0;1;0
P17812;0;0;0;0;0;0;0;0;0;0;0;0
P17858;0;0;0;0;0;0;0;0;0;0;0;0
P17931;1;1;1;0;1;0;0;1;0;1;1;0
P17987;0;0;0;0;0;0;0;0;0;0;0;0
P18031;1;1;0;1;1;0;0;1;0;1;1;1
P18085;0;0;0;0;0;0;0;0;0;0;0;0
P18124;0;0;0;0;0;0;0;0;0;0;0;0
P18206-2;0;1;1;1;1;0;1;1;1;1;1;0
P18433-4;0;0;0;0;0;0;0;0;0;0;0;0
P18669;0;0;0;0;0;0;0;0;0;0;0;0
P19022-2;1;1;1;1;1;1;1;1;1;1;1;1
P19174;0;1;0;0;1;0;0;0;0;0;1;0
P19338;0;0;0;0;0;0;0;0;0;0;0;0
P19367-4;0;0;0;0;0;0;0;0;0;0;0;0
P19387;0;0;0;0;0;0;0;0;0;0;0;0
P19525;0;0;0;0;0;0;0;0;0;0;0;0
P19784;0;0;0;0;0;0;0;0;0;0;0;0
P20020;1;1;1;1;1;1;1;1;1;1;1;1
P20073-2;1;1;1;1;1;1;1;1;1;1;1;1
P20339-2;0;0;0;0;0;0;0;0;0;0;0;0
P20340;0;0;0;0;0;0;0;0;0;0;0;0
P20700;0;0;0;0;0;0;0;0;0;0;0;0
P20839;0;0;0;0;0;0;0;0;0;0;0;0
P20929-3;0;0;0;0;0;0;0;0;0;0;0;0
P21281;0;0;0;0;0;0;0;0;0;0;0;0
P21291;0;0;0;0;0;0;0;0;0;0;0;0
P21359-2;0;0;0;0;0;0;0;0;0;0;0;0
P21796;0;0;0;0;0;0;0;0;0;0;0;0
P22059;0;0;0;0;0;0;0;0;0;0;0;0
P22087;0;0;0;0;0;0;0;0;0;0;0;0
P22102;1;1;1;1;1;1;1;1;1;1;1;1
P22234;0;0;0;0;0;0;0;0;0;0;0;0
P22314-2;0;0;0;0;0;0;0;0;0;0;0;0
Q32Q12;0;0;0;0;0;0;0;0;0;0;0;0
P22626;0;0;0;0;0;0;0;0;0;0;0;0
P22681;0;0;0;0;0;0;0;0;0;0;0;0
P22695;0;0;0;0;0;0;0;0;0;0;0;0
P23229-4;1;1;1;0;1;0;0;1;0;1;1;0
P23246;0;0;0;0;0;0;0;0;0;0;0;0
P23258;0;0;0;0;0;0;0;0;0;0;0;0
P23284;0;0;0;0;0;0;0;0;0;0;0;0
P23381;0;0;0;0;0;0;0;0;0;0;0;0
P23396;0;0;0;0;0;0;0;0;0;0;0;0
P23458;1;1;0;0;1;0;0;1;0;0;1;0
P23470-2;0;0;0;0;0;0;0;0;0;0;0;0
P23526;0;0;0;0;0;0;0;0;0;0;0;0
P23528;1;1;0;1;1;0;1;1;0;1;1;0
P23634-7;1;1;1;1;1;1;1;1;1;1;1;1
P23921;0;0;0;0;0;0;0;0;0;0;0;0
P24534;0;0;0;0;0;0;0;0;0;0;0;0
P24539;0;0;0;0;0;0;0;0;0;0;0;0
P24666;0;0;0;0;0;0;0;0;0;0;0;0
P24723-2;0;0;0;0;0;0;0;0;0;0;0;0
P24752;0;0;0;0;0;0;0;0;0;0;0;0
P24928;0;0;0;0;0;0;0;0;0;0;0;0
P25054-2;0;0;0;0;0;0;0;0;0;0;0;0
P25205;0;0;0;0;0;0;0;0;0;0;0;0
P25398;0;0;0;0;0;0;0;0;0;0;0;0
P25685-2;0;0;0;0;0;0;0;0;0;0;0;0
P25705-2;0;0;0;0;0;0;0;0;0;0;0;0
P25786;0;0;0;0;0;0;0;0;0;0;0;0
P25788-2;0;0;0;0;0;0;0;0;0;0;0;0
P25789;0;0;0;0;0;0;0;0;0;0;0;0
P26006;0;0;0;0;0;0;0;0;0;0;0;0
P26038;0;0;1;1;0;0;1;0;0;0;0;0
P26358;0;0;0;0;0;0;0;0;0;0;0;0
P26368;0;0;0;0;0;0;0;0;0;0;0;0
P26373;0;0;0;0;0;0;0;0;0;0;0;0
P26599-3;0;0;0;0;0;0;0;0;0;0;0;0
P26639;0;0;0;0;0;0;0;0;0;0;0;0
P26640;0;0;0;0;0;0;0;0;0;0;0;0
P26641;0;0;0;0;0;0;0;0;0;0;0;0
P27348;1;0;0;1;0;0;1;0;0;1;0;0
P27635;0;0;0;0;0;0;0;0;0;0;0;0
P27824;0;0;0;0;0;0;0;0;0;0;0;0
P27986;0;0;0;0;0;0;0;0;0;0;0;0
P28074;0;0;0;0;0;0;0;0;0;0;0;0
P28288;0;0;0;0;0;0;0;0;0;0;0;0
Q5VZU9;0;0;0;0;0;0;0;0;0;0;0;0
P29317;0;1;1;0;1;1;0;1;1;0;1;1
P29401;0;0;0;0;0;0;0;0;0;0;0;0
P29966;0;0;0;0;0;0;0;0;0;0;1;0
P29992;1;1;0;0;0;0;0;0;0;0;0;0
P30041;1;1;1;0;1;1;1;1;1;1;1;1
P30048-2;0;0;0;0;0;0;0;0;0;0;0;0
P30050;0;0;0;0;0;0;0;0;0;0;0;0
P30086;0;0;0;0;0;0;0;0;0;0;0;0
P30153;0;1;1;0;1;1;1;1;1;0;1;1
P30307-2;0;0;0;0;0;0;0;0;0;0;0;0
P30419-2;0;0;0;0;0;0;0;0;0;0;0;0
P30520;1;1;1;0;0;0;0;1;1;1;1;1
P30837;0;0;0;0;0;0;0;0;0;0;0;0
P31025;0;0;0;0;0;0;0;0;0;0;0;0
P31153;0;0;0;0;0;0;0;0;0;0;0;0
P31323;0;0;0;0;0;0;0;0;0;0;0;0
P31350;0;0;0;0;0;0;0;0;0;0;0;0
P31689;0;0;0;0;0;0;0;0;0;0;0;0
P31751;0;0;0;0;1;0;0;0;0;0;0;0
P31939-2;0;0;0;0;0;0;0;0;0;0;0;0
P31946-2;0;0;0;0;0;0;0;0;0;0;0;0
P31947-2;0;1;1;0;1;0;0;1;1;0;1;0
P31948;1;0;0;1;1;0;1;0;0;1;0;0
P31949;0;0;0;0;0;0;0;0;0;0;0;0
P32119;1;0;0;0;0;0;0;0;0;1;0;0
P32121;0;0;0;0;0;0;0;0;0;0;0;0
P32189-1;0;0;0;0;0;0;0;0;0;0;0;0
P32969;0;0;0;0;0;0;0;0;0;0;0;0
P33176;1;1;1;1;1;1;1;1;1;1;1;1
P33981-2;0;0;0;0;0;0;0;0;0;0;1;0
P33991;0;0;0;0;0;0;0;0;0;0;0;0
P33992;0;0;0;0;0;0;0;0;0;0;0;0
P33993;0;0;0;0;0;0;0;0;0;0;0;0
P34897-3;0;0;0;0;0;0;0;0;0;0;0;0
P34932;0;0;0;0;0;0;0;0;0;0;0;0
P35221;1;1;1;1;1;1;1;1;1;1;1;1
P35222;1;1;1;1;1;1;1;1;1;1;1;1
P35232;0;0;0;0;0;0;0;0;0;0;0;0
P35240-4;0;0;0;0;0;0;0;0;0;0;0;0
P35241;0;0;0;0;0;0;0;0;0;0;0;0
P35250-2;0;0;0;0;0;0;0;0;0;0;0;0
P35251;0;0;0;0;0;0;0;0;0;0;0;0
