PreyGene;WT_NC;WT_S;WT_FCS;G12_NC ;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
TRIP6;1;1;1;1;1;1;1;1;1;1;1;1
PTPN14;0;0;0;0;0;0;0;0;0;0;0;0
MAPRE1;1;1;1;1;1;0;1;1;0;1;1;0
ELAVL1;0;0;0;0;0;0;0;0;0;0;0;0
NSDHL;0;0;0;0;0;0;0;0;0;0;0;0
TAB1;0;0;0;0;0;0;0;0;0;0;0;0
SLC1A5;1;1;1;1;1;1;1;1;1;1;1;1
EFNB3;0;0;0;0;0;0;0;0;0;0;0;0
TBCE;0;0;0;0;0;0;0;0;0;0;0;0
VAMP3;0;0;0;0;0;0;0;0;0;0;0;0
ADRM1;0;0;0;0;0;0;0;0;0;0;0;0
CCDC6;1;1;1;1;1;0;1;1;1;1;1;1
PKN1;0;0;0;0;0;0;0;0;0;0;0;0
PKN2;1;1;1;1;1;1;1;1;1;1;1;1
CSRP2;1;1;1;0;1;0;1;1;0;1;1;0
DDB1;0;0;0;0;0;0;0;0;0;0;0;0
CDC37;0;0;0;0;0;0;0;0;0;0;0;0
RBBP7;0;0;0;0;0;0;0;0;0;0;0;0
OCLN;1;1;1;1;1;1;1;1;1;1;1;1
DBN1;1;1;1;0;1;0;0;1;0;0;1;0
FSCN1;0;0;0;1;1;0;0;0;0;0;0;0
NDUFA9;0;0;0;0;0;0;0;0;0;0;0;0
GEN1;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP12;0;0;0;0;0;0;0;0;0;0;0;0
INF2;0;1;0;0;1;0;0;1;1;0;1;1
PDS5A;0;0;0;0;0;0;0;0;0;0;0;0
KIF7;0;0;0;0;0;0;0;0;0;0;0;0
ERCC6L;0;0;0;0;0;0;0;0;0;0;0;0
TSR1;0;0;0;0;0;0;0;0;0;0;0;0
LRRFIP1;0;0;0;0;0;0;0;1;1;1;1;1
MAP7D1;0;0;0;0;0;0;0;0;0;0;0;0
DAK;0;0;0;0;0;0;0;0;0;0;0;0
LSM12;0;0;0;0;0;0;0;0;0;0;0;0
CCDC88A;0;0;0;0;0;0;0;0;0;0;0;0
RABL6;0;0;0;0;0;0;0;0;0;0;0;0
TUBB8;0;0;0;0;1;1;0;0;0;0;0;0
TIMM50;0;0;0;0;0;0;0;0;0;0;0;0
TBC1D10B;1;1;1;1;1;1;0;1;1;1;1;1
AMOT;1;1;1;0;1;0;0;0;0;0;1;0
PAN2;0;0;0;0;0;0;0;0;0;0;0;0
CEP55;1;1;1;0;1;0;0;1;1;1;1;1
PDLIM3;0;0;0;0;0;0;0;0;0;0;0;0
HSD17B12;0;0;0;0;0;0;0;0;0;0;0;0
SDK2;0;1;1;0;0;0;0;0;0;0;0;0
PLEKHG4;0;0;0;0;0;0;0;0;0;0;0;0
HSP90AB2P;0;0;0;0;0;0;0;0;0;0;0;0
KLK13;0;0;0;0;0;0;0;0;0;0;0;0
NOM1;0;0;0;0;0;0;0;0;0;0;0;0
PDZD11;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC21;0;0;0;0;0;0;0;0;0;0;0;0
MAGED2;0;0;0;0;0;0;0;0;0;0;0;0
RABL3;0;0;0;0;0;0;0;0;0;0;0;0
MIA3;0;0;0;0;0;0;0;0;0;0;0;0
PRRC2B;0;0;0;0;0;0;0;0;0;0;0;0
RRP12;0;0;0;0;0;0;0;0;0;0;0;0
AARS2;0;0;0;0;0;0;0;0;0;0;0;0
DLG3;0;0;0;0;0;0;0;0;0;0;0;0
PCID2;0;0;0;0;0;0;0;0;0;0;0;0
SPECC1;0;0;0;0;0;0;0;0;0;0;0;0
HIST1H2BH;0;0;0;0;0;0;0;0;0;0;0;0
PSMF1;0;0;0;0;0;0;0;0;0;0;0;0
EXOSC6;0;0;0;0;0;0;0;0;0;0;0;0
CEP170;1;1;1;1;1;1;1;1;1;1;1;1
NHSL1;0;1;1;0;0;0;0;1;0;0;1;0
FAM83B;0;0;0;0;0;0;0;0;0;0;0;0
C6orf132;0;0;0;0;0;0;0;0;0;0;0;0
MPP7;0;0;0;0;1;0;0;0;0;0;0;0
ARRDC1;0;0;0;0;0;0;0;0;0;0;0;0
UBR4;0;0;0;0;0;0;0;0;0;0;0;0
STXBP5;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP21;0;0;0;0;0;0;0;0;0;0;0;0
CAMSAP1;0;0;0;0;0;0;0;0;0;0;0;0
UBAP2;0;1;0;0;1;0;0;1;0;0;1;0
SLAIN1;0;0;0;0;0;0;0;0;0;0;0;0
KPRP;0;0;0;0;0;0;0;0;0;0;0;0
ATAD3B;0;0;0;0;0;0;0;0;0;0;0;0
MLK4;0;0;0;0;0;0;0;0;0;0;0;0
NTPCR;0;0;0;0;0;0;0;0;0;0;0;0
NT5DC1;0;0;0;0;0;0;0;0;0;0;0;0
PRR14L;0;0;0;0;0;0;0;0;0;0;0;0
RIF1;0;0;0;0;0;0;0;0;1;1;0;0
CDC42BPA;1;1;1;1;1;0;1;1;1;1;1;0
FAM171A1;0;0;0;0;0;0;0;0;0;0;0;0
LRCH2;0;0;0;0;0;0;0;0;0;0;0;0
CDKAL1;0;0;0;0;0;0;0;0;0;0;0;0
ZCCHC6;0;0;0;0;0;0;0;0;0;0;0;0
LRRC16A;0;0;0;0;0;0;0;0;0;0;0;0
FLNA;1;1;1;1;1;1;1;1;1;1;1;1
KANK2;0;0;0;0;0;0;0;0;0;0;0;0
FAM91A1;0;0;0;0;0;0;0;0;0;0;0;0
MAP1S;0;1;0;0;1;0;0;1;0;0;1;0
HAUS3;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP17;0;0;0;0;0;0;0;0;0;0;0;0
CIAPIN1;1;1;1;1;1;1;1;1;1;1;1;1
OTUD7B;0;0;0;0;0;0;0;0;0;0;0;0
LAMTOR1;0;0;0;0;0;0;0;0;0;0;0;0
NIPBL;0;0;0;0;0;0;0;0;0;0;0;0
PHLDB3;0;0;0;0;0;0;0;0;0;0;0;0
PTRF;0;0;0;0;0;0;0;0;0;0;0;0
CDC73;0;0;0;0;0;0;0;0;0;0;0;0
FAM117B;0;0;0;0;0;0;0;0;0;0;0;0
MRPL14;0;0;0;0;0;0;0;0;0;0;0;0
SLC27A4;0;0;0;0;0;0;0;0;0;0;0;0
CC2D1A;0;0;0;0;0;0;0;0;0;0;0;0
METTL2B;0;0;0;0;0;0;0;0;0;0;0;0
EDC4;1;1;1;1;1;1;1;1;1;1;1;1
CEP85;0;1;0;0;1;0;0;1;0;0;1;0
PRPF8;0;0;0;0;0;0;0;0;0;0;0;0
SFXN4;0;0;0;0;0;0;0;0;0;0;0;0
CNNM4;0;0;0;0;0;0;0;0;0;0;0;0
PKN3;0;0;0;0;0;0;0;0;0;0;0;0
TLDC1;0;0;0;0;0;0;0;0;0;0;0;0
TTC37;0;0;0;0;0;0;0;0;0;0;1;0
DARS2;0;0;0;0;0;0;0;0;0;0;0;0
TRIM65;0;0;0;0;0;0;0;0;0;0;0;0
LARP1;1;1;1;1;1;1;1;1;1;1;1;1
AGTRAP;0;0;0;0;0;0;0;0;0;0;0;0
SAMD1;0;0;0;0;0;0;0;0;0;0;0;0
SARM1;0;0;0;0;0;0;0;0;0;0;0;0
SASS6;0;0;0;0;0;0;0;0;0;0;0;0
MPRIP;1;1;1;0;1;1;1;1;1;1;1;1
RAB11FIP1;0;0;0;0;1;0;0;0;0;0;0;0
DNMBP;0;0;0;0;0;0;0;0;0;0;0;0
GIGYF2;0;0;0;0;0;0;0;0;0;0;0;0
CCBL2;0;0;0;0;0;0;0;0;0;0;0;0
NFXL1;0;0;0;0;0;0;0;0;0;0;0;0
STXBP4;0;0;0;0;0;0;0;0;0;0;1;0
USP54;0;0;0;0;0;0;0;0;0;0;0;0
LARP4;0;0;0;0;1;0;0;1;0;0;1;0
TUBA1A;0;0;1;0;0;1;0;0;1;0;0;1
SND1;0;0;0;0;0;0;0;0;0;0;0;0
TRMT10C;0;0;0;0;0;0;0;0;0;0;0;0
CYFIP1;1;1;1;1;1;1;1;1;1;1;1;1
TAOK1;0;0;0;0;0;0;0;0;0;0;0;0
FASTKD5;0;0;0;0;0;0;0;0;0;0;0;0
MOB1A;0;0;0;0;0;0;0;0;0;0;0;0
KDM3B;0;0;0;0;0;0;0;0;0;0;0;0
MICAL3;0;0;0;0;0;0;0;0;0;0;0;0
GPRIN1;1;1;1;1;1;1;1;1;1;1;1;1
ZC3HAV1;1;1;1;1;1;1;1;1;1;1;1;1
EFTUD1;0;0;0;0;0;0;0;0;0;0;0;0
POGZ;0;0;0;0;0;0;0;0;0;0;0;0
ZFYVE16;0;0;0;0;1;0;0;1;1;0;1;0
MYH14;0;0;0;0;0;0;1;0;0;1;0;0
NUFIP2;0;1;1;0;1;1;0;1;0;0;1;1
CLASP1;0;0;0;0;0;0;0;0;0;0;0;0
HAUS6;0;0;0;0;0;0;0;0;0;0;0;0
HEATR3;0;0;0;0;0;0;0;0;0;0;0;0
HDGFRP2;0;0;0;0;0;0;0;0;0;0;0;0
SRGAP1;0;0;0;0;0;0;0;0;0;0;0;0
HUWE1;0;0;0;0;0;1;0;0;1;0;0;1
CENPV;0;0;0;0;0;0;0;0;0;0;0;0
SLFN11;0;0;0;0;0;0;0;0;0;0;0;0
TTC7B;0;0;0;0;0;0;0;0;0;0;0;0
NOP9;0;0;0;0;0;0;0;0;0;0;0;0
PBRM1;0;0;0;0;0;0;0;0;0;0;0;0
SAPCD2;0;0;0;0;0;0;0;0;0;0;0;0
MTDH;0;0;0;0;0;0;0;0;0;0;0;0
ZNF598;1;1;1;1;1;1;1;1;1;1;1;1
KTN1;0;0;0;1;1;0;1;1;0;0;1;1
SMG6;0;0;0;0;0;0;0;0;0;0;0;0
PHLDB1;0;0;0;0;0;0;0;0;0;0;0;0
LUZP1;1;0;0;0;0;0;1;0;0;1;0;0
CAND1;0;0;0;0;0;0;0;0;0;0;0;0
PPFIBP1;0;0;0;0;0;0;0;0;0;0;1;0
SBF2;0;0;0;0;0;0;0;0;0;0;0;0
LSR;1;1;1;1;1;1;1;1;1;1;1;1
CARM1;0;1;0;0;0;0;0;1;1;1;1;0
ANKLE2;0;1;0;0;1;0;0;1;0;0;1;0
DNAAF5;0;0;0;0;0;0;0;0;0;0;0;0
STX12;1;0;0;1;1;0;1;0;0;1;0;0
CPNE8;1;1;1;1;1;1;1;1;1;1;1;1
C2CD5;0;0;0;0;0;0;0;0;0;0;0;0
SGK223;0;0;0;0;0;0;0;0;0;0;0;0
RELL1;0;0;0;0;0;0;0;0;0;0;0;0
CCDC50;0;0;0;0;0;0;0;0;0;0;0;0
MAP7D3;0;0;0;0;0;0;0;0;0;0;0;0
LRRC8A;0;0;0;0;0;0;0;0;0;0;0;0
CHERP;0;0;0;0;0;0;0;0;0;0;0;0
ANKHD1;1;1;1;1;1;1;1;1;1;1;1;1
DHX40;0;0;0;0;0;0;0;0;0;0;0;0
SKA3;0;0;0;0;0;0;0;0;0;0;0;0
RHOT2;0;0;0;0;0;0;0;0;0;0;0;0
FTSJ3;0;0;0;0;0;0;0;0;0;0;0;0
PM20D2;0;0;0;0;0;0;0;0;0;0;0;0
PHACTR4;1;1;1;0;1;0;0;1;1;1;1;1
UNC5B;0;0;0;0;0;0;0;0;0;0;0;0
C8orf59;0;0;0;0;0;0;0;0;0;0;0;0
SPG20;1;1;1;1;1;1;0;1;1;1;1;1
RPTOR;0;0;0;0;0;0;0;0;0;0;0;0
CCAR2;0;0;0;0;0;0;0;0;0;0;0;0
NUP93;0;0;0;0;0;0;0;0;0;0;0;0
LRRC47;0;0;1;0;0;1;0;0;1;0;0;1
ASCC3;0;0;0;0;0;0;0;1;0;0;1;0
PLCD3;0;0;0;0;0;0;0;0;0;0;0;0
MICALL1;0;0;0;0;0;0;0;0;0;0;0;0
MPP5;0;0;0;0;0;0;0;0;0;0;0;0
MINK1;1;1;1;0;1;1;0;1;1;1;1;1
MMGT1;0;0;0;0;0;0;0;0;0;0;0;0
OXR1;0;0;0;0;0;0;0;0;0;0;0;0
NKAP;0;0;0;0;0;0;0;0;0;0;0;0
TMEM57;0;0;0;0;0;0;0;0;0;0;0;0
CISD2;0;0;0;0;0;0;0;0;0;0;0;0
RPP25L;0;0;0;0;0;0;0;0;0;0;0;0
FAM101B;0;0;0;0;0;0;0;0;0;0;0;0
LZTR1;1;1;1;0;0;0;0;0;0;0;1;0
METTL13;0;0;0;0;0;0;0;0;0;0;0;0
ARFGAP1;0;0;0;0;0;0;0;0;0;0;0;0
EMC1;0;0;1;0;0;0;0;0;0;0;0;1
DCBLD1;0;0;0;0;0;0;0;0;0;0;0;0
KDF1;0;0;0;0;0;0;0;0;0;0;0;0
ANKRD52;0;0;0;0;0;0;0;0;0;0;0;0
SPATA5;0;0;0;0;0;0;0;0;0;0;0;0
SPC24;0;0;0;0;0;0;0;0;0;0;0;0
ATAD1;0;0;0;0;0;0;0;0;0;0;0;0
SERBP1;0;0;0;0;0;0;0;0;0;0;0;0
LEMD2;0;0;0;0;0;0;0;0;0;0;0;0
MTMR14;0;0;0;0;0;0;0;0;0;0;0;0
LSM14A;0;0;0;0;0;0;0;0;0;0;0;0
CCNY;0;0;0;0;0;0;0;0;0;0;0;0
EHBP1;0;0;0;0;0;0;0;0;0;0;0;0
TNRC6A;0;0;0;0;0;0;0;0;0;0;0;0
CNNM3;0;0;0;0;0;0;0;0;0;0;0;0
ABCF1;0;0;0;0;0;0;0;0;0;0;0;0
LPCAT1;0;0;0;0;0;0;0;0;0;0;0;0
RASSF8;0;0;0;0;0;0;0;0;0;0;0;0
THOC2;0;0;0;0;0;0;0;0;0;0;0;0
ADCK3;0;0;0;0;0;0;0;0;0;0;0;0
VANGL1;1;1;1;0;1;0;0;0;1;1;1;0
PCDH19;0;0;0;0;0;0;0;0;0;0;0;0
EXOC6;0;0;0;0;0;0;0;0;0;0;0;0
NPLOC4;0;0;0;0;0;0;0;0;0;0;0;0
PIP4K2C;0;0;0;0;0;0;0;0;0;0;0;0
TBC1D15;1;1;1;1;1;1;1;1;1;1;1;1
STT3B;0;0;0;0;0;0;0;0;0;0;0;0
NEK9;1;1;1;1;1;1;1;1;1;1;1;1
NEK7;0;0;0;0;0;0;0;0;0;0;0;0
NUP210;0;0;0;0;0;0;0;0;0;0;0;0
GEMIN5;1;1;1;1;1;1;1;1;1;1;1;1
PARD3;1;1;0;1;1;0;1;1;0;1;1;0
PARD3B;0;0;0;0;0;0;0;0;0;0;0;0
IPO4;0;0;0;0;0;0;0;0;0;0;0;0
USP33;0;0;0;0;0;0;0;0;0;0;0;0
PPP4R1;0;0;0;0;0;0;0;0;0;0;0;0
SHROOM3;0;0;0;0;0;0;0;0;0;0;0;0
WIPF2;0;0;0;0;0;0;0;0;0;0;0;0
NOC3L;0;0;0;0;0;0;0;0;0;0;0;0
FRS2;0;0;0;0;0;0;0;0;0;0;0;0
ZC3H15;0;0;0;0;0;0;0;0;0;0;0;0
TMEM263;0;0;0;0;0;0;0;0;0;0;0;0
NUP133;0;0;0;0;0;0;0;0;0;0;0;0
PDCD6IP;1;1;1;1;1;1;1;1;1;1;1;1
BRK1;1;1;1;1;1;1;1;1;1;1;1;1
SCFD1;0;0;0;0;0;0;0;0;0;0;0;0
FAR1;0;0;0;0;0;0;0;0;0;0;0;0
LMO7;0;0;0;0;0;0;0;0;0;0;0;0
CKAP2;0;0;0;0;0;0;0;0;0;0;0;0
ATXN2L;1;1;1;1;1;1;1;1;1;1;1;1
PALLD;1;1;1;0;1;0;0;1;0;1;1;0
CASKIN2;1;1;1;0;0;0;0;0;0;0;1;0
IRGQ;0;0;0;0;0;0;0;0;0;0;0;0
DDX1;1;1;1;0;1;1;1;1;0;1;1;1
GBF1;0;0;0;0;0;0;0;0;0;0;0;0
NCSTN;0;1;0;0;1;0;0;0;0;0;1;0
WASF1;1;1;1;1;1;1;1;1;1;1;1;1
AP3S1;0;0;0;0;0;0;0;0;0;0;0;0
TSC1;0;0;0;0;0;0;0;0;0;0;0;0
UBXN4;0;0;0;0;0;0;0;0;0;0;0;0
PHF3;0;1;0;1;0;1;0;1;0;0;0;0
HSPH1;0;1;1;0;1;1;1;1;1;1;1;1
RQCD1;0;0;0;0;0;0;0;0;0;0;0;0
TBC1D5;0;0;0;0;0;0;0;0;0;0;0;0
LARP4B;0;0;0;0;0;0;0;0;0;0;0;0
GCN1L1;0;0;0;0;0;0;0;0;0;0;0;0
DHX38;0;0;0;0;0;0;0;0;0;0;0;0
NUP205;0;0;0;0;0;0;0;0;0;0;0;0
ANKS1A;0;0;0;0;0;0;0;0;0;0;0;0
AKAP1;1;1;0;0;0;0;0;1;1;0;1;0
PVRL2;1;1;1;1;1;1;1;1;1;1;1;1
TFG;1;1;1;1;1;1;1;1;1;1;1;1
USP6NL;0;1;0;0;0;0;0;0;0;0;0;0
STAM;1;1;1;1;1;1;1;1;0;1;1;1
TAF15;0;0;0;0;0;0;0;0;0;0;0;0
NEO1;0;0;0;0;0;0;0;0;0;0;0;0
RAD50;0;0;0;0;0;0;0;0;0;0;0;0
UPF1;1;1;1;1;1;1;1;1;1;1;1;1
TNPO1;0;0;0;0;0;0;0;0;0;0;0;0
ARHGEF2;1;1;1;1;1;1;1;1;1;1;1;1
DVL3;0;0;0;0;0;0;0;0;0;0;0;0
USP9X;1;1;1;1;1;1;1;1;1;1;1;1
USP7;0;0;0;0;0;0;0;0;0;0;0;0
LPP;0;1;1;0;1;1;0;1;1;0;1;1
PHKB;0;0;0;0;0;0;0;0;0;0;0;0
SCAMP4;0;0;0;0;0;0;0;0;0;0;0;0
YIPF5;0;0;0;0;0;0;0;0;0;0;0;0
NCLN;0;0;0;1;0;0;0;0;0;0;0;0
SYAP1;0;0;0;0;0;0;0;0;0;0;0;0
EXOC4;0;1;0;0;1;0;0;1;0;1;1;0
FERMT2;1;1;1;1;1;1;1;1;1;1;1;1
LRRC59;0;0;0;0;0;0;0;0;0;0;0;0
AKT1S1;0;0;0;0;0;0;0;0;0;0;0;0
SKA1;0;0;0;0;0;0;0;0;0;0;0;0
RNF25;0;0;0;0;0;0;0;0;0;0;0;0
AIDA;0;0;0;0;0;0;0;0;0;0;0;0
OTULIN;0;0;0;0;0;0;0;0;0;0;0;0
TAMM41;0;0;0;0;0;0;0;0;0;0;0;0
ATG2B;0;0;0;0;0;0;0;0;0;0;0;0
EFHD2;0;0;0;0;0;0;0;0;0;0;0;0
PYCR2;0;0;0;0;0;0;0;0;0;0;0;0
HAUS1;0;0;0;0;0;0;0;0;0;0;0;0
FAF2;0;0;0;0;0;0;0;0;0;0;0;0
AP2M1;0;0;0;0;0;0;0;0;0;0;0;0
TUBGCP3;0;0;0;0;0;0;0;0;0;0;0;0
KCTD12;0;0;0;0;0;0;0;0;0;0;0;0
REPS1;1;1;0;0;1;0;1;1;0;1;1;0
ARHGEF26;0;0;0;0;0;0;0;0;0;0;0;0
DNAJA3;0;0;0;0;0;0;0;0;0;0;0;0
MVB12A;0;0;0;0;0;0;0;0;0;0;0;0
PTCD3;0;0;0;0;0;0;0;0;0;0;0;0
EDC3;0;1;0;0;1;0;0;1;0;0;0;0
LTV1;0;0;0;0;0;0;0;0;0;0;0;0
APIP;0;0;0;0;0;0;0;0;0;0;0;0
PDLIM5;1;1;1;1;1;1;1;1;1;1;1;1
PGAM5;0;0;0;0;0;0;0;0;1;1;0;1
FUBP3;0;0;0;0;0;0;0;0;0;0;0;0
RBM17;0;0;0;0;0;0;0;0;0;0;0;0
YME1L1;0;0;0;0;0;0;0;0;0;0;0;0
SUCLG2;0;0;0;0;0;0;0;0;0;0;0;0
LRCH3;0;0;0;0;0;0;0;0;0;0;0;0
PAWR;1;1;1;1;1;1;1;1;1;1;1;1
ITCH;0;0;0;0;0;0;0;0;0;0;0;0
KIRREL;0;0;0;0;0;0;0;0;0;0;0;0
USP47;0;0;0;0;0;0;0;0;0;0;0;0
CLPTM1L;0;0;0;0;0;0;0;0;0;0;0;0
PBK;0;0;0;0;0;0;0;0;0;0;0;0
EXOC2;0;0;0;0;0;0;0;0;0;0;0;0
CNDP2;0;0;0;0;0;0;0;0;0;0;0;0
ZFR;0;0;0;0;0;0;0;0;0;0;0;0
SNX27;0;0;0;0;0;0;0;0;0;0;0;0
C5orf34;0;0;0;0;0;0;0;0;0;0;0;0
DOCK7;1;1;1;1;1;1;1;1;1;1;1;1
ANKRD27;0;0;0;0;0;0;0;0;0;0;0;0
NSUN5;0;0;0;0;0;0;0;0;0;0;0;0
AGAP3;0;0;0;0;0;0;0;0;0;0;0;0
ARAP1;0;0;0;0;0;0;0;0;0;0;0;0
IPO9;0;0;0;0;0;0;0;0;0;0;0;0
DCBLD2;0;0;0;0;0;0;0;0;0;0;0;0
INPP4A;0;0;0;0;0;0;0;0;0;0;0;0
RBM14;0;0;0;0;0;0;0;0;0;0;0;0
NEDD4L;0;0;0;0;0;0;0;0;0;0;0;0
LENG8;0;0;0;0;0;0;0;0;0;0;0;0
KIF20B;0;0;0;0;0;0;0;0;0;0;0;0
VPS35;0;0;0;0;0;0;0;0;0;0;0;0
SPAG5;1;0;0;1;1;1;1;1;1;1;1;1
SNX18;1;1;1;0;1;0;0;1;0;0;1;0
MCCC1;0;0;0;0;0;0;0;0;0;0;0;0
TGS1;0;0;0;0;0;0;0;0;0;0;0;0
ERBB2IP;1;1;1;1;1;1;1;1;1;1;1;1
TP53RK;0;0;0;0;0;0;0;0;0;0;0;0
WRNIP1;0;0;0;0;0;0;0;0;0;0;0;0
SRPK1;0;0;0;0;0;0;0;0;0;0;0;0
KCTD15;0;0;0;0;0;0;0;0;0;0;0;0
CDK5RAP2;0;0;0;0;0;0;0;0;0;0;0;0
CEP89;0;0;0;0;0;0;0;0;0;0;0;0
OSBPL9;0;0;0;0;0;0;0;0;0;0;0;0
ADO;0;0;0;0;0;0;0;0;0;0;0;0
CDK5RAP1;0;0;0;0;0;0;0;0;0;0;0;0
MAP7D2;0;0;0;0;0;0;0;0;0;0;0;0
RUFY1;0;0;0;0;0;0;0;0;0;0;0;0
MMS19;0;0;0;0;0;0;0;0;0;0;0;0
FAM129B;0;0;0;0;0;0;0;0;0;0;0;0
TBCB;1;0;1;0;0;0;0;0;0;1;0;0
CDC5L;0;0;0;0;0;0;0;0;0;0;0;0
PARK7;0;0;0;0;0;0;0;0;0;0;0;0
NUP88;0;0;0;0;0;0;0;0;0;0;0;0
PKP4;0;0;0;0;0;0;0;0;0;0;0;0
PIK3R4;0;0;0;0;0;0;0;0;0;0;0;0
EIF3C;0;0;0;0;0;0;0;0;0;0;0;0
TTC1;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC7;0;0;0;0;1;0;0;1;0;0;1;0
PHB2;0;0;0;0;0;0;0;0;0;0;0;0
KIF2C;0;0;0;0;0;0;0;0;0;0;0;0
HSD17B10;0;0;0;0;0;0;0;0;0;0;0;0
SMAD5;1;1;1;0;1;1;0;1;1;1;1;1
HNRNPAB;0;0;0;0;0;0;0;0;0;0;0;0
NAPG;0;0;0;0;0;0;0;0;0;0;0;0
TSG101;1;1;1;1;1;1;1;1;1;1;1;1
CCT7;0;0;0;0;0;0;0;0;0;0;0;0
AGPAT1;0;0;0;0;0;0;0;0;0;0;0;0
PKP2;1;1;1;1;1;1;1;1;1;1;1;1
SH3GL1;0;0;0;0;0;0;0;0;0;0;1;0
NCAPG;0;0;0;0;0;0;0;0;0;0;0;0
WDR77;0;0;0;0;0;0;0;0;0;0;0;0
DPH2;0;0;0;0;0;0;0;0;0;0;0;0
MYBBP1A;0;0;0;0;0;0;0;0;0;0;0;0
CORO1B;0;0;0;0;0;0;0;0;0;0;0;0
PDCD2L;0;0;0;0;0;0;0;0;0;0;0;0
GPATCH1;0;0;0;0;0;0;0;0;0;0;0;0
PELO;0;0;0;0;0;0;0;0;0;0;1;0
TUBGCP2;0;0;0;1;0;0;0;0;0;0;0;0
ESYT1;1;1;1;1;1;1;1;1;1;1;1;1
RTKN;0;0;0;0;0;0;0;0;0;0;0;0
DIDO1;0;0;0;0;0;0;0;0;0;0;0;0
MCMBP;0;1;0;0;1;0;0;0;0;0;1;0
DCUN1D5;0;0;0;0;0;0;0;0;0;0;0;0
LRFN3;0;0;0;0;0;0;0;0;0;0;0;0
ANP32E;0;0;0;0;0;0;0;0;0;0;0;0
LRRC1;0;1;0;0;1;0;0;0;0;0;1;0
TMEM43;0;0;0;0;0;0;0;0;0;0;0;0
CABLES2;0;0;0;0;0;0;0;0;0;0;0;0
NDC1;0;0;0;0;0;0;0;0;0;0;0;0
LMF2;0;0;0;0;0;0;0;0;0;0;0;0
TUBB6;0;0;0;0;0;0;0;0;0;0;0;0
MRI1;0;0;0;0;0;0;0;0;0;0;0;0
VAMP8;0;0;0;0;0;0;0;0;0;0;0;0
THUMPD3;0;0;0;0;0;0;0;0;0;0;0;0
ADI1;0;0;0;0;0;0;0;0;0;0;0;0
NTMT1;0;0;0;0;0;0;0;0;0;0;0;0
TUBB2B;0;0;0;0;0;1;0;0;1;0;0;1
NOC4L;0;0;0;0;0;0;0;0;0;0;0;0
GNL3;0;0;0;0;0;0;0;0;0;0;0;0
SPATA5L1;0;0;0;0;0;0;0;0;0;0;0;0
RIOK2;0;0;0;0;0;0;0;0;0;0;0;0
KIFC1;0;1;0;1;1;0;1;1;0;1;1;0
TARS2;0;0;0;0;0;0;0;0;0;0;0;0
RBM4;0;0;0;0;0;0;0;0;0;0;0;0
SORBS1;0;1;0;0;0;0;0;0;0;0;0;0
TBC1D10A;0;0;0;0;0;0;0;0;0;0;0;0
FANCD2;0;0;0;0;0;0;0;0;0;0;0;0
ITPA;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1671;0;0;0;0;0;0;0;0;0;0;0;0
PARD6B;1;1;1;0;0;0;0;0;0;0;0;0
FAM126A;0;0;0;0;0;0;0;0;0;0;0;0
OSBPL8;1;1;1;1;1;1;1;1;1;1;1;1
RAB34;0;0;0;0;1;0;0;1;0;0;1;0
UPF3B;0;0;0;0;0;0;0;0;0;0;0;0
PPP1R12C;0;0;0;0;0;0;0;0;0;0;0;0
FAM129A;0;0;0;0;0;0;0;0;0;0;0;0
UCK2;0;0;0;0;0;0;0;0;0;0;0;0
TRIM9;0;0;0;0;0;0;0;0;0;0;0;0
UNK;0;0;0;0;0;0;0;0;0;0;0;0
ZDHHC5;1;1;1;0;1;1;0;1;1;1;1;0
TNKS1BP1;1;1;1;0;0;0;0;1;1;1;1;1
UBE2O;0;0;0;0;0;0;0;0;0;0;0;0
TANC1;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP39;0;0;0;0;0;0;0;0;0;0;0;0
MTMR12;0;0;0;0;0;0;0;0;0;0;0;0
PITHD1;0;0;0;0;0;0;0;0;0;0;0;0
SLIRP;0;0;0;0;0;0;0;0;0;0;0;0
MTFR1L;0;0;0;0;0;0;0;0;0;0;0;0
PAIP1;0;0;0;0;0;0;0;0;0;0;0;0
LSG1;0;0;0;0;0;0;0;0;0;0;0;0
NAT10;0;0;0;0;0;0;0;0;0;0;0;0
KLC2;0;0;0;0;0;0;0;0;0;0;0;0
ILKAP;0;0;0;0;0;0;0;0;0;0;0;0
XRN2;0;0;0;0;0;0;0;0;0;0;0;0
TOLLIP;0;0;0;0;0;0;0;0;0;0;0;0
RACGAP1;0;0;0;0;0;0;0;0;0;0;0;0
CSTF2T;0;0;0;0;0;0;0;0;0;0;0;0
DDX47;0;0;0;0;0;0;0;0;0;0;0;0
RAB1B;0;0;0;0;0;0;0;0;0;0;0;0
CCDC8;0;0;0;0;0;0;0;0;0;0;0;0
ANAPC1;0;0;0;0;0;0;0;0;0;0;0;0
ASCC2;0;0;0;0;0;0;0;0;0;0;0;0
